model_type,clf,parameters,auc-roc,r_at_5,r_at_10,r_at_20,r_at_30,r_at_35,r_at_40,p_at_5,p_at_10,p_at_20,p_at_30,p_at_35,p_at_40
DT,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='entropy',
                       max_depth=100, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 1, 'min_samples_split': 10}",0.665753606,0.088919289,0.189466484,0.239398085,0.341313269,0.441860465,0.543091655,0.884353741,0.938983051,0.592216582,0.562570462,0.624758221,0.671742809
DT,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='entropy',
                       max_depth=100, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 1, 'min_samples_split': 2}",0.665753606,0.088919289,0.189466484,0.239398085,0.341313269,0.441860465,0.543091655,0.884353741,0.938983051,0.592216582,0.562570462,0.624758221,0.671742809
DT,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='entropy',
                       max_depth=100, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 1, 'min_samples_split': 5}",0.665753606,0.088919289,0.189466484,0.239398085,0.341313269,0.441860465,0.543091655,0.884353741,0.938983051,0.592216582,0.562570462,0.624758221,0.671742809
DT,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='entropy',
                       max_depth=100, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 1, 'min_samples_split': 10}",0.665753606,0.088919289,0.189466484,0.239398085,0.341313269,0.441860465,0.543091655,0.884353741,0.938983051,0.592216582,0.562570462,0.624758221,0.671742809
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'auto', 'n_neighbors': 10, 'weights': 'uniform'}",0.655011003,0.058823529,0.100547196,0.244870041,0.309165527,0.384404925,0.485636115,0.585034014,0.498305085,0.605752961,0.509582864,0.543520309,0.600676819
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'auto', 'n_neighbors': 10, 'weights': 'distance'}",0.655011003,0.058823529,0.100547196,0.244870041,0.309165527,0.384404925,0.485636115,0.585034014,0.498305085,0.605752961,0.509582864,0.543520309,0.600676819
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'ball_tree', 'n_neighbors': 10, 'weights': 'uniform'}",0.655011003,0.058823529,0.100547196,0.244870041,0.309165527,0.384404925,0.485636115,0.585034014,0.498305085,0.605752961,0.509582864,0.543520309,0.600676819
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'ball_tree', 'n_neighbors': 10, 'weights': 'distance'}",0.655011003,0.058823529,0.100547196,0.244870041,0.309165527,0.384404925,0.485636115,0.585034014,0.498305085,0.605752961,0.509582864,0.543520309,0.600676819
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'kd_tree', 'n_neighbors': 10, 'weights': 'uniform'}",0.655011003,0.058823529,0.100547196,0.244870041,0.309165527,0.384404925,0.485636115,0.585034014,0.498305085,0.605752961,0.509582864,0.543520309,0.600676819
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'kd_tree', 'n_neighbors': 10, 'weights': 'distance'}",0.655011003,0.058823529,0.100547196,0.244870041,0.309165527,0.384404925,0.485636115,0.585034014,0.498305085,0.605752961,0.509582864,0.543520309,0.600676819
SVM,"SVC(C=10, break_ties=False, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma='scale', kernel='linear',
    max_iter=-1, probability=True, random_state=0, shrinking=True, tol=0.001,
    verbose=False)","{'C': 10, 'kernel': 'linear'}",0.645433021,0.058139535,0.108071135,0.226402189,0.361149111,0.424076607,0.50752394,0.578231293,0.53559322,0.560067682,0.595264938,0.599613153,0.627749577
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'auto', 'n_neighbors': 5, 'weights': 'uniform'}",0.632444903,0.034199726,0.113543092,0.20998632,0.288645691,0.318057456,0.418604651,0.340136054,0.562711864,0.519458545,0.475760992,0.449709865,0.517766497
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'auto', 'n_neighbors': 5, 'weights': 'distance'}",0.632444903,0.034199726,0.113543092,0.20998632,0.288645691,0.318057456,0.418604651,0.340136054,0.562711864,0.519458545,0.475760992,0.449709865,0.517766497
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'ball_tree', 'n_neighbors': 5, 'weights': 'uniform'}",0.632444903,0.034199726,0.113543092,0.20998632,0.288645691,0.318057456,0.418604651,0.340136054,0.562711864,0.519458545,0.475760992,0.449709865,0.517766497
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'ball_tree', 'n_neighbors': 5, 'weights': 'distance'}",0.632444903,0.034199726,0.113543092,0.20998632,0.288645691,0.318057456,0.418604651,0.340136054,0.562711864,0.519458545,0.475760992,0.449709865,0.517766497
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'kd_tree', 'n_neighbors': 5, 'weights': 'uniform'}",0.632444903,0.034199726,0.113543092,0.20998632,0.288645691,0.318057456,0.418604651,0.340136054,0.562711864,0.519458545,0.475760992,0.449709865,0.517766497
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'kd_tree', 'n_neighbors': 5, 'weights': 'distance'}",0.632444903,0.034199726,0.113543092,0.20998632,0.288645691,0.318057456,0.418604651,0.340136054,0.562711864,0.519458545,0.475760992,0.449709865,0.517766497
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'auto', 'n_neighbors': 1, 'weights': 'uniform'}",0.567220649,0.000683995,0.061559508,0.062243502,0.186730506,0.287277702,0.388508892,0.006802721,0.305084746,0.153976311,0.30777903,0.406189555,0.480541455
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'auto', 'n_neighbors': 1, 'weights': 'distance'}",0.567220649,0.000683995,0.061559508,0.062243502,0.186730506,0.287277702,0.388508892,0.006802721,0.305084746,0.153976311,0.30777903,0.406189555,0.480541455
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'ball_tree', 'n_neighbors': 1, 'weights': 'uniform'}",0.567220649,0.000683995,0.061559508,0.062243502,0.186730506,0.287277702,0.388508892,0.006802721,0.305084746,0.153976311,0.30777903,0.406189555,0.480541455
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'ball_tree', 'n_neighbors': 1, 'weights': 'distance'}",0.567220649,0.000683995,0.061559508,0.062243502,0.186730506,0.287277702,0.388508892,0.006802721,0.305084746,0.153976311,0.30777903,0.406189555,0.480541455
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'kd_tree', 'n_neighbors': 1, 'weights': 'uniform'}",0.567220649,0.000683995,0.061559508,0.062243502,0.186730506,0.287277702,0.388508892,0.006802721,0.305084746,0.153976311,0.30777903,0.406189555,0.480541455
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'kd_tree', 'n_neighbors': 1, 'weights': 'distance'}",0.567220649,0.000683995,0.061559508,0.062243502,0.186730506,0.287277702,0.388508892,0.006802721,0.305084746,0.153976311,0.30777903,0.406189555,0.480541455
LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=100,
                   multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=None, solver='liblinear', tol=0.0001, verbose=0,
                   warm_start=False)","{'C': 1e-05, 'penalty': 'l1', 'solver': 'liblinear'}",0.5,0.099863201,0.201094391,0.393296854,0.595759234,0.69630643,0.79753762,0.993197279,0.996610169,0.972927242,0.981961669,0.984526112,0.986463621
LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=100,
                   multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=None, solver='liblinear', tol=0.0001, verbose=0,
                   warm_start=False)","{'C': 0.001, 'penalty': 'l1', 'solver': 'liblinear'}",0.5,0.099863201,0.201094391,0.393296854,0.595759234,0.69630643,0.79753762,0.993197279,0.996610169,0.972927242,0.981961669,0.984526112,0.986463621
SVM,"SVC(C=10, break_ties=False, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma='scale', kernel='linear',
    max_iter=-1, probability=True, random_state=0, shrinking=True, tol=0.001,
    verbose=False)","{'C': 1e-05, 'kernel': 'linear'}",0.5,0.099863201,0.201094391,0.393296854,0.595759234,0.69630643,0.79753762,0.993197279,0.996610169,0.972927242,0.981961669,0.984526112,0.986463621
SVM,"SVC(C=10, break_ties=False, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma='scale', kernel='linear',
    max_iter=-1, probability=True, random_state=0, shrinking=True, tol=0.001,
    verbose=False)","{'C': 0.0001, 'kernel': 'linear'}",0.5,0.099863201,0.201094391,0.393296854,0.595759234,0.69630643,0.79753762,0.993197279,0.996610169,0.972927242,0.981961669,0.984526112,0.986463621
